site_name	site_database	site_num	long_name	lat	lon	coord_datum	alt	alt_datum	site_type	nhdplus_id	nhdplus_id_confidence	sciencebase_id
nwis_021720869	nwis	021720869	ASHLEY RIVER NEAR NORTH CHARLESTON, SC	32.8346201	-80.0237014	NAD83	-7.58	NGVD29	ES	9633321	MOST_SURE	556f2000e4b0d9246a9fc8d5
nwis_02198840	nwis	02198840	SAVANNAH RIVER (I-95) NEAR PORT WENTWORTH, GA	32.2357548	-81.1512239	NAD83	0	NAVD88	ST	20107171	MOST_SURE	556f1df5e4b0d9246a9fc232
nwis_02198920	nwis	02198920	SAVANNAH RIVER AT GA 25, AT PORT WENTWORTH, GA	32.1660358	-81.1537237	NAD83	0	NAVD88	ST-TS	20108953	MAYBE1	556f287be4b0d9246a9fcc74
nwis_02198950	nwis	02198950	MIDDLE RIVER AT GA 25 AT PORT WENTWORTH, GA	32.16555556	-81.1383333	NAD83	0	NAVD88	ST-TS	20107201	MAYBE2	556f1df7e4b0d9246a9fc23a
nwis_02198955	nwis	02198955	MIDDLE RIVER AT \FISH HOLE\ AT PORT WENTWORTH, GA	32.14277778	-81.1352778	NAD83	0	NAVD88	ST	20107203	MAYBE2	556f287de4b0d9246a9fcc78
nwis_021989715	nwis	021989715	SAVANNAH RIVER AT GARDEN CITY, GA	32.11576075	-81.1292789	NAD83	4.9	NGVD29	ST-TS	20107243	MAYBE2	556f287ee4b0d9246a9fcc7c
nwis_021989773	nwis	021989773	SAVANNAH RIVER AT USACE DOCK, AT SAVANNAH, GA	32.08104119	-81.081223	NAD83	0	NAVD88	ST-TS	20107225	MAYBE2	556f1dfbe4b0d9246a9fc246
nwis_021989792	nwis	021989792	LITTLE BACK RIVER AT GA 25 AT PORT WENTWORTH, GA	32.16583333	-81.13	NAD83	0	NAVD88	ST-TS	20107197	MAYBE2	556f287fe4b0d9246a9fcc80
nwis_021989793	nwis	021989793	LITTLE BACK RIVER AT HOG ISLAND, NEAR SAVANNAH, GA	32.13666667	-81.1219444	NAD83	NA	NA	ST	20107211	MAYBE2	556f1dfde4b0d9246a9fc24e
nwis_0219897945	nwis	0219897945	BACK RIVER 0.4 MI DOWNSTREAM US17, NR SAVANNAH, GA	32.09777778	-81.0827778	NAD83	NA	NA	ST	20107217	MAYBE2	556f1dfee4b0d9246a9fc252
nwis_0219897993	nwis	0219897993	SAVANNAH RIVER AT ELBA ISLAND, NEAR SAVANNAH, GA	32.10305556	-81.0069444	NAD83	0	NAVD88	ST	20107257	MAYBE2	556f2001e4b0d9246a9fc8d9
nwis_022035975	nwis	022035975	HUDSON CREEK AT MERIDIAN LANDING, NEAR MERIDIAN,GA	31.45333333	-81.3627778	NAD83	0	NAVD88	ST	6321815	MAYBE2	556f1dffe4b0d9246a9fc256
nwis_02203603	nwis	02203603	SOUTH RIVER AT SPRINGDALE ROAD, AT ATLANTA, GA	33.68388889	-84.4152778	NAD83	847.2	NAVD88	ST	6333706	MOST_SURE	556f1e00e4b0d9246a9fc25a
nwis_02203655	nwis	02203655	SOUTH RIVER AT FORREST PARK ROAD, AT ATLANTA, GA	33.67899706	-84.3579807	NAD83	778.5	NAVD88	ST	6333720	MOST_SURE	556f2880e4b0d9246a9fcc84
nwis_02203700	nwis	02203700	INTRENCHMENT CR AT CONSTITUTION RD, NR ATLANTA, GA	33.6889966	-84.3304798	NAD83	787.92	NGVD29	ST	6334126	MOST_SURE	556f2881e4b0d9246a9fcc88
nwis_02203831	nwis	02203831	DOOLITTLE CREEK AT FLAT SHOALS RD, NR DECATUR, GA	33.70566259	-84.29242299	NAD83	795	NGVD29	ST	6333690	MOST_SURE	556f1e04e4b0d9246a9fc266
nwis_02203863	nwis	02203863	SHOAL CREEK AT COLUMBIA DRIVE NEAR ATLANTA, GA	33.69319444	-84.25388889	NAD83	744.1	NAVD88	ST	6334112	MOST_SURE	556f1e06e4b0d9246a9fc26a
nwis_02203873	nwis	02203873	COBBS CREEK AT RAINBOW DR, NEAR DECATUR, GA	33.7095512	-84.2393655	NAD83	793	NGVD29	ST	6334120	MOST_SURE	556f1e07e4b0d9246a9fc26e
nwis_02203900	nwis	02203900	SOUTH RIVER AT FLAKES MILL ROAD NR ATLANTA, GA	33.66621924	-84.2246426	NAD83	717.75	NGVD29	ST	6333752	MOST_SURE	556f1e08e4b0d9246a9fc272
nwis_02203950	nwis	02203950	SNAPFINGER CREEK NEAR DECATUR, GA	33.7634389	-84.2201982	NAD83	844.6	NAVD88	ST	6334110	MOST_SURE	556f1e0ae4b0d9246a9fc276
nwis_02203960	nwis	02203960	SNAPFINGER CR AT THOMPSON MILL RD NR LITHONIA, GA	33.69666667	-84.1986111	NAD83	749.3	NAVD88	ST	6333710	MAYBE2	556f1e0ce4b0d9246a9fc27a
nwis_02204037	nwis	02204037	POLE BRIDGE CR AT EVANS MILL RD NEAR LITHONIA, GA	33.6684422	-84.1510287	NAD83	735	NGVD29	ST	6333794	MAYBE2	556f2883e4b0d9246a9fcc8c
nwis_02207135	nwis	02207135	LITTLE STONE MTN CR NEAR STONE MOUNTAIN, GA	33.83066058	-84.1393612	NAD83	890	NGVD29	ST	6333488	MOST_SURE	556f2884e4b0d9246a9fcc90
nwis_02207160	nwis	02207160	STONE MOUNTAIN CREEK AT GA 124, NEAR LITHONIA, GA	33.7734405	-84.077137	NAD83	733.5	NGVD29	ST	6333546	MAYBE2	556f1e10e4b0d9246a9fc286
nwis_02208450	nwis	02208450	ALCOVY RIVER ABOVE COVINGTON, GA	33.64011554	-83.7790674	NAD83	646	NAVD88	ST	6331754	MAYBE2	556f2885e4b0d9246a9fcc94
nwis_02208493	nwis	02208493	CORNISH CREEK AT HAZELBRAND RD NR COVINGTON, GA	33.6285	-83.7988611	NAD83	660	NGVD29	ST	6331758	MAYBE2	556f1e13e4b0d9246a9fc28e
nwis_02217643	nwis	02217643	PARKS CREEK AT LYLE FIELD RD NR JEFFERSON, GA	34.1620583	-83.5250944	NAD83	750	NGVD29	ST	1047417	MAYBE2	556f2886e4b0d9246a9fcc98
nwis_02231254	nwis	02231254	ST MARY'S RIVER AT I-95, NEAR KINGSLAND, GA	30.744124	-81.6542683	NAD83	-9.5	NAVD88	ST-TS	18257723	MAYBE2	556f2888e4b0d9246a9fcc9c
nwis_02231291	nwis	02231291	NASSAU RIVER NEAR TISONIA, FL	30.5507931	-81.5898179	NAD83	NA	NA	ST	18252975	MAYBE2	556f2875e4b0d9246a9fcc64
nwis_02234000	nwis	02234000	ST. JOHNS RIVER ABOVE LAKE HARNEY NEAR GENEVA, FL	28.7141611	-81.0353374	NAD83	NA	NA	ST	10997905	MOST_SURE	556f1dd9e4b0d9246a9fc1d6
nwis_02234500	nwis	02234500	ST. JOHNS RIVER NEAR SANFORD, FL	28.83804694	-81.3242323	NAD83	NA	NA	ST	11033091	MOST_SURE	556f2876e4b0d9246a9fcc68
nwis_02235500	nwis	02235500	BLUE SPRINGS NEAR ORANGE CITY, FL	28.944154	-81.3397866	NAD83	NA	NA	SP	10995987	MAYBE2	556f1ddce4b0d9246a9fc1de
nwis_02236000	nwis	02236000	ST. JOHNS RIVER NEAR DE LAND, FL	29.00831827	-81.3825651	NAD83	-0.09	NGVD29	ST	10989245	MOST_SURE	556f1ddde4b0d9246a9fc1e2
nwis_02236125	nwis	02236125	ST. JOHNS RIVER AT ASTOR, FL	29.16692445	-81.5220157	NAD83	NA	NA	ST	10989141	MOST_SURE	556f1ddee4b0d9246a9fc1e6
nwis_02244040	nwis	02244040	ST. JOHNS R AT BUFFALO BLUFF NEAR SATSUMA, FL	29.5963582	-81.683138	NAD83	NA	NA	ST	16665209	MAYBE2	556f1ddfe4b0d9246a9fc1ea
nwis_02245260	nwis	02245260	DEEP CREEK AT SPUDS, FL	29.72969147	-81.4867442	NAD83	NA	NA	ST	16663809	MAYBE2	556f1de0e4b0d9246a9fc1ee
nwis_02264000	nwis	02264000	CYPRESS CREEK AT VINELAND, FL	28.39056323	-81.5195173	NAD83	96.2	NGVD29	ST	21478144	MAYBE2	556f1de3e4b0d9246a9fc1f2
nwis_02264100	nwis	02264100	BONNET CREEK NEAR VINELAND, FL	28.32528785	-81.5206284	NAD83	NA	NA	ST	21477692	MOST_SURE	556f1de4e4b0d9246a9fc1f6
nwis_02266200	nwis	02266200	WHITTENHORSE CREEK NEAR VINELAND, FL	28.38500749	-81.6164632	NAD83	7.23	NGVD29	ST	21477644	MOST_SURE	556f1de5e4b0d9246a9fc1fa
nwis_02266300	nwis	02266300	REEDY CREEK NEAR VINELAND, FL	28.33278738	-81.579796	NAD83	66.37	NGVD29	ST	21478176	MOST_SURE	556f1de7e4b0d9246a9fc1fe
nwis_02266495	nwis	02266495	REEDY CREEK AT S-40, NEAR LOUGHMAN, FL	28.27584517	-81.5439622	NAD83	NA	NA	ST	21478164	MAYBE2	556f1de8e4b0d9246a9fc202
nwis_02293249	nwis	02293249	McIntyre Creek at Sanibel Island	26.46427778	-82.1045556	NAD83	NA	NA	ES	NA	NO_COMID	556f2878e4b0d9246a9fcc6c
nwis_02304000	nwis	02304000	HILLSBOROUGH R AT FOWLER AV NEAR TEMPLE TERRACE FL	28.05446224	-82.3637032	NAD83	-0.9	NAVD88	ST	16906571	MOST_SURE	556f1deae4b0d9246a9fc20a
nwis_02315626	nwis	02315626	ALAPAHA RISE ABOVE SW 68TH DRIVE NEAR JASPER, FL	30.43944444	-83.0892778	NAD83	0	NAVD88	ST	NA	NA	5716a765e4b0ef3b7ca99657
nwis_02319302	nwis	02319302	MADISON BLUE SPRING NR BLUE SPRINGS, FL	30.48049106	-83.2443097	NAD83	48	NGVD29	SP	166758629	MAYBE2	556f1debe4b0d9246a9fc20e
nwis_02319520	nwis	02319520	FALMOUTH SPRING AT FALMOUTH, FL	30.36132999	-83.1351374	NAD83	45	NGVD29	SP	NA	NA	5716b198e4b0ef3b7ca999db
nwis_02319950	nwis	02319950	BLUE SPRINGS NEAR DELL,FL	30.126055	-83.2259712	NAD83	25	NGVD29	SP	NA	NA	5716b1a6e4b0ef3b7ca999e3
nwis_02320250	nwis	02320250	TROY SPRING NEAR BRANFORD FLA	30.0060603	-82.997352	NAD83	15	NGVD29	SP	2229745	MAYBE2	556f1dece4b0d9246a9fc212
nwis_02322688	nwis	02322688	BLUE HOLE SPRING NR HILDRETH, FL	29.9799552	-82.758457	NAD83	20.31	NGVD29	SP	2161388	MAYBE2	556f1dede4b0d9246a9fc216
nwis_02323502	nwis	02323502	FANNING SPRINGS NR WILCOX FLA	29.5891247	-82.9331797	NAD83	NA	NA	SP	2232713	MAYBE2	556f1deee4b0d9246a9fc21a
nwis_02323566	nwis	02323566	MANATEE SPRING NR CHIEFLAND FLA	29.4896808	-82.976791	NAD83	NA	NA	SP	933110050	MAYBE2	556f1defe4b0d9246a9fc21e
nwis_02326526	nwis	02326526	WACISSA RIVER NR WACISSA FLA	30.3013159	-83.9796085	NAD83	NA	NA	ST	NA	NA	5772d213e4b07657d1a8883e
nwis_02336120	nwis	02336120	N.F. PEACHTREE CREEK, BUFORD HWY, NEAR ATLANTA, GA	33.83149307	-84.342703	NAD83	806.9	NAVD88	ST	2047971	MOST_SURE	556f2889e4b0d9246a9fcca0
nwis_02336152	nwis	02336152	SOUTH FORK PEACHTREE AT CASA DR, NR CLARKSTON, GA	33.81044444	-84.2479722	NAD83	932.16	NAVD88	ST	2048083	MOST_SURE	556f288ae4b0d9246a9fcca4
nwis_023362095	nwis	023362095	BURNT FORK CR AT MILLWOOD WAY NEAR CLARKSTON, GA	33.82138889	-84.2747222	NAD83	840	NGVD29	ST	2048005	MAYBE2	556f288be4b0d9246a9fcca8
nwis_02336240	nwis	02336240	S.F. PEACHTREE CREEK JOHNSON RD, NEAR ATLANTA, GA	33.80288264	-84.3407585	NAD83	NA	NA	ST	2048013	MOST_SURE	556f1e1be4b0d9246a9fc2a6
nwis_02336300	nwis	02336300	PEACHTREE CREEK AT ATLANTA, GA	33.82030556	-84.40763889	NAD83	763.96	NGVD29	ST	2047989	MOST_SURE	556f1e1ce4b0d9246a9fc2aa
nwis_02336313	nwis	02336313	WOODALL CREEK AT DEFOORS FERRY RD, AT ATLANTA, GA	33.8217716	-84.4388178	NAD83	756.2	NAVD88	ST	2048017	MOST_SURE	556f288ce4b0d9246a9fccac
nwis_02336340	nwis	02336340	NANCY CREEK AT JOHNSON FERRY RD, AT CHAMBLEE, GA	33.89788036	-84.345481	NAD83	850	NGVD29	ST	2047893	MOST_SURE	556f1e1ee4b0d9246a9fc2b2
nwis_02336360	nwis	02336360	NANCY CREEK AT RICKENBACKER DRIVE, AT ATLANTA, GA	33.86916667	-84.37888889	NAD83	810.3	NAVD88	ST	2047911	MOST_SURE	556f288de4b0d9246a9fccb0
nwis_02336410	nwis	02336410	NANCY CREEK AT WEST WESLEY ROAD, AT ATLANTA, GA	33.83843787	-84.4393734	NAD83	754.2	NAVD88	ST	2047963	MOST_SURE	556f1e21e4b0d9246a9fc2ba
nwis_02336526	nwis	02336526	PROCTOR CREEK AT JACKSON PARKWAY, AT ATLANTA, GA	33.79427255	-84.4743747	NAD83	756.6	NAVD88	ST	3285608	MOST_SURE	556f288ee4b0d9246a9fccb4
nwis_02336728	nwis	02336728	UTOY CREEK AT GREAT SOUTHWEST PKWY NR ATLANTA, GA	33.74344087	-84.5682657	NAD83	736.48	NGVD29	ST	3285770	MOST_SURE	556f1e23e4b0d9246a9fc2c2
nwis_02337170	nwis	02337170	CHATTAHOOCHEE RIVER NEAR FAIRBURN, GA	33.65666667	-84.6736111	NAD83	718.3	NAVD88	ST	3286494	MOST_SURE	556f2891e4b0d9246a9fccb8
nwis_023432415	nwis	023432415	CHATTAHOOCHEE R .36 MI DS WFG DAM NR FT GAINES, GA	31.62138889	-85.06	NAD83	0	NGVD29	ST	2306737	MAYBE2	556f1d82e4b0d9246a9fc09f
nwis_02344630	nwis	02344630	LINE CREEK BLW LAKE MCINTOSH, NR PEACHTREE CITY,GA	33.35761729	-84.5824289	NAD83	752.1	NAVD88	ST	6415508	MAYBE2	556f2892e4b0d9246a9fccbc
nwis_02344673	nwis	02344673	FLAT CREEK (DS OF LAKE) AT PEACHTREE CITY, GA	33.38317219	-84.5727066	NAD83	770	NGVD29	ST	6415484	MAYBE2	556f1e28e4b0d9246a9fc2ce
nwis_02394682	nwis	02394682	RICHLAND CREEK AT OLD DALLAS RD, NEAR DALLAS, GA	34.0789722	-84.8544444	NAD83	800	NGVD29	ST	NA	NA	5772d217e4b07657d1a88841
nwis_02397530	nwis	02397530	COOSA RIVER AT STATE LINE, AL/GA	34.20176124	-85.447458	NAD83	549.5	NAVD88	ST	15823427	MOST_SURE	556f2853e4b0d9246a9fcbf8
nwis_02423130	nwis	02423130	CAHABA RIVER AT TRUSSVILLE, AL.	33.62232504	-86.599431	NAD83	673.3	NGVD29	ST	21654166	MOST_SURE	556f2854e4b0d9246a9fcbfc
nwis_02423160	nwis	02423160	CAHABA RIVER NEAR WHITES CHAPEL AL	33.60371416	-86.5491517	NAD83	NA	NA	ST	21654200	MAYBE2	556f1d86e4b0d9246a9fc0ab
nwis_02423397	nwis	02423397	LITTLE CAHABA RIVER BELOW LEEDS, AL.	33.53454886	-86.5624847	NAD83	595.5	NGVD29	ST	21654312	MOST_SURE	556f2855e4b0d9246a9fcc00
nwis_02423496	nwis	02423496	CAHABA RIVER NEAR HOOVER, AL	33.3692767	-86.7841551	NAD83	379.56	NGVD29	ST	21655568	MOST_SURE	556f1d88e4b0d9246a9fc0b3
nwis_02455980	nwis	02455980	TURKEY CREEK AT SEWAGE PLANT NEAR PINSON AL	33.71121273	-86.6961013	NAD83	501.69	NGVD29	ST	18565735	MOST_SURE	556f2856e4b0d9246a9fcc04
nwis_02457595	nwis	02457595	FIVEMILE CREEK NEAR REPUBLIC, AL	33.5970492	-86.8680483	NAD83	NA	NA	ST	18566081	MOST_SURE	556f1d8ae4b0d9246a9fc0bb
nwis_02458450	nwis	02458450	VILLAGE CREEK AT AVENUE W AT ENSLEY, AL	33.5176059	-86.8791584	NAD83	505.16	NGVD29	ST	18566201	MOST_SURE	556f1d8be4b0d9246a9fc0bf
nwis_02469100	nwis	02469100	TOMBIGBEE RIVER AT PENNINGTON AL	32.2376437	-88.0083498	NAD83	NA	NA	ST	18546622	MOST_SURE	556f1d8ce4b0d9246a9fc0c3
nwis_02473085	nwis	02473085	LEAF RIVER NEAR HATTIESBURG	31.30658333	-89.2641111	NAD83	NA	NA	ST	18135842	MAYBE2	556f1edee4b0d9246a9fc4e5
nwis_02489800	nwis	02489800	PEARL RIVER BELOW BOGALUSA, LA	30.73740833	-89.8331806	NAD83	66	NGVD29	ST	15708889	MAYBE2	556f28bae4b0d9246a9fcd3c
nwis_02492620	nwis	02492620	PEARL RIVER AT NSTL STATION, MS	30.352416	-89.6458927	NAD83	NA	NA	ST	15714395	MOST_SURE	556f1edfe4b0d9246a9fc4e9
nwis_03007800	nwis	03007800	Allegheny River at Port Allegany, PA	41.81867578	-78.29279129	NAD83	1454.88	NGVD29	ST	8972788	MOST_SURE	556f1fc4e4b0d9246a9fc801
nwis_03025500	nwis	03025500	Allegheny River at Franklin, PA	41.3895027	-79.8203322	NAD83	955.84	NGVD29	ST	10222194	MOST_SURE	556f1fc5e4b0d9246a9fc805
nwis_03027500	nwis	03027500	EB Clarion River at EB Clarion River Dam, PA	41.5531176	-78.5961347	NAD83	1517.58	NGVD29	ST	6874115	MOST_SURE	556f1fc6e4b0d9246a9fc809
nwis_03034000	nwis	03034000	Mahoning Creek at Punxsutawney, PA	40.93923105	-79.00836738	NAD83	1206.14	NGVD29	ST	4741709	MOST_SURE	556f293de4b0d9246a9fcee4
nwis_03036000	nwis	03036000	Mahoning Creek at Mahoning Creek Dam, PA	40.9275653	-79.2911508	NAD83	1003.39	NGVD29	ST	166808422	MOST_SURE	556f293fe4b0d9246a9fcee8
nwis_03039035	nwis	03039035	Allegheny River at Lock & Dam 6 at Clinton, PA	40.71666667	-79.5811111	NAD83	760.4	NGVD29	ST	4742257	MAYBE2	556f2940e4b0d9246a9fceec
nwis_03039036	nwis	03039036	Allegheny River below Lock & Dam 6 at Clinton, PA	40.715	-79.5811111	NAD83	760	NGVD29	ST	4742269	MAYBE2	556f1fcbe4b0d9246a9fc819
nwis_03039040	nwis	03039040	Allegheny River at Lock & Dam 5 near Freeport, PA	40.6847222	-79.6675	NAD83	748	NGVD29	ST	11049952	MAYBE2	556f1fcce4b0d9246a9fc81d
nwis_03039041	nwis	03039041	Allegheny River bl Lock & Dam 5 near Freeport, PA	40.68555556	-79.6686111	NAD83	740	NGVD29	ST	11049952	MAYBE2	556f2941e4b0d9246a9fcef0
nwis_03049640	nwis	03049640	Allegheny R at CW Bill Young L&D  at Acmetonia, PA	40.5361788	-79.8147714	NAD83	740	NGVD29	ST	11050042	MAYBE2	556f1fcee4b0d9246a9fc825
nwis_03058000	nwis	03058000	WEST FORK R BL STONEWALL JACKSON DAM NR WESTON, WV	39.00452778	-80.4733611	NAD83	1006.13	NAVD88	ST	3717136	MOST_SURE	556f2076e4b0d9246a9fca68
nwis_03061000	nwis	03061000	WEST FORK RIVER AT ENTERPRISE, WV	39.42230818	-80.2759187	NAD83	869.02	NAVD88	ST	3715602	MOST_SURE	556f2077e4b0d9246a9fca6c
nwis_03067510	nwis	03067510	SHAVERS FORK NR CHEAT BRIDGE, WV	38.6170576	-79.8697849	NAD83	3537.56	NAVD88	ST	3777215	MAYBE2	556f2078e4b0d9246a9fca70
nwis_03071590	nwis	03071590	CHEAT LAKE NEAR STEWARTSTOWN, WV	39.72007846	-79.8556116	NAD83	-0.37	NAVD88	LK	3773977	MAYBE2	556f2079e4b0d9246a9fca74
nwis_03071600	nwis	03071600	CHEAT RIVER AT LAKE LYNN, PA	39.72091177	-79.8553338	NAD83	776.63	NAVD88	ST	3773977	MAYBE2	556f1fd0e4b0d9246a9fc829
nwis_03071605	nwis	03071605	Cheat River at Davidson, PA	39.72233056	-79.858925	NAD83	787	NAVD88	ST	3773975	MAYBE2	556f1fd1e4b0d9246a9fc82d
nwis_03071690	nwis	03071690	Cheat River at Nilan, PA	39.73166667	-79.8902778	NAD83	781	NAVD88	ST	3773973	MAYBE2	556f2942e4b0d9246a9fcef4
nwis_03072655	nwis	03072655	Monongahela River near Masontown, PA	39.82507696	-79.9228329	NAD83	769	NGVD29	ST	3788105	MAYBE2	556f1fd3e4b0d9246a9fc835
nwis_03073000	nwis	03073000	South Fork Tenmile Creek at Jefferson, PA	39.92313056	-80.072558	NAD83	850	NGVD29	ST	3789647	MOST_SURE	556f1fd4e4b0d9246a9fc839
nwis_03075070	nwis	03075070	Monongahela River at Elizabeth, PA	40.26229225	-79.9011597	NAD83	717.9	NGVD29	ST	3785895	MOST_SURE	556f2944e4b0d9246a9fcef8
nwis_03077100	nwis	03077100	Youghiogheny R at dam outlet tunnel nr Confluence	39.80138889	-79.3686111	NAD83	1370	NGVD29	ST	3809041	MAYBE2	556f1fd6e4b0d9246a9fc841
nwis_03081000	nwis	03081000	Youghiogheny River below Confluence, PA	39.8275767	-79.3725353	NAD83	1302.77	NGVD29	ST	3809023	MOST_SURE	556f1fd8e4b0d9246a9fc845
nwis_03083500	nwis	03083500	Youghiogheny River at Sutersville, PA	40.2402222	-79.8066944	NAD83	733.36	NGVD29	ST	3806147	MOST_SURE	556f2945e4b0d9246a9fcefc
nwis_03085002	nwis	03085002	Monongahela R at L&D2 Lower Pool at Braddock, PA	40.3925	-79.8602778	NAD83	694.2	NGVD29	ST	3785857	MAYBE2	556f2946e4b0d9246a9fcf00
nwis_03098600	nwis	03098600	Mahoning River below West Ave at Youngstown OH	41.10505807	-80.6625755	NAD83	823.51	NAVD88	ST	13153643	MOST_SURE	556f1f40e4b0d9246a9fc63d
nwis_03105500	nwis	03105500	Beaver River at Wampum, PA	40.88867389	-80.3370083	NAD83	736.24	NGVD29	ST	19464300	MOST_SURE	556f1fdbe4b0d9246a9fc851
nwis_03106000	nwis	03106000	Connoquenessing Creek near Zelienople, PA	40.8170092	-80.2422837	NAD83	852.31	NGVD29	ST	10926401	MOST_SURE	556f2947e4b0d9246a9fcf04
nwis_03108490	nwis	03108490	Ohio R ab Montgomery Dam & Locks at Ohioview, PA	40.6489546	-80.3833975	NAD83	670.2	NGVD29	ST	3821063	MAYBE2	556f1fdee4b0d9246a9fc859
nwis_03121850	nwis	03121850	Huff Run at Mineral City OH	40.59728465	-81.3590012	NAD83	886.45	NAVD88	ST	19389922	MAYBE2	556f28fde4b0d9246a9fce20
nwis_03183500	nwis	03183500	GREENBRIER RIVER AT ALDERSON, WV	37.7242874	-80.641468	NAD83	1529	NAVD88	ST	12107522	MOST_SURE	556f2989e4b0d9246a9fcfd2
nwis_03216070	nwis	03216070	OHIO RIVER AT IRONTON, OH	38.53205556	-82.6859444	NAD83	NA	NA	ST	NA	NA	5716b1cee4b0ef3b7ca999ff
nwis_03219500	nwis	03219500	Scioto River near Prospect OH	40.4195042	-83.1971372	NAD83	886.06	NAVD88	ST	5215353	MOST_SURE	556f1f42e4b0d9246a9fc645
nwis_03220510	nwis	03220510	Scioto R. at O'Shaughnessy Dam near Dublin OH	40.15311775	-83.1263	NAD83	NA	NA	ST	5215753	MAYBE2	556f28fee4b0d9246a9fce24
nwis_03228039	nwis	03228039	Scioto River above Shadeville OH	39.8397222	-83.0094444	NAD83	NA	NA	ST	5218199	MAYBE2	556f1f45e4b0d9246a9fc64d
nwis_03228300	nwis	03228300	Big Walnut Creek at Sunbury OH	40.2361735	-82.8512892	NAD83	938.09	NAVD88	ST	5213097	MOST_SURE	556f1f46e4b0d9246a9fc651
nwis_03238140	nwis	03238140	TAYLOR CREEK AT DONNERMEYER DRIVE AT BELLEVUE, KY	39.0972823	-84.4827199	NAD83	479.49	NAVD88	ST	NA	NA	5716a77ce4b0ef3b7ca99667
nwis_03238745	nwis	03238745	TWELVEMILE CREEK AT HIGHWAY 1997 NR ALEXANDRIA, KY	38.9514529	-84.3382712	NAD83	505.85	NGVD29	ST	NA	NA	5716a78ae4b0ef3b7ca99670
nwis_03238772	nwis	03238772	FOURMILE CREEK AT POPLAR RIDGE RD NR ALEXANDRIA,KY	38.98666667	-84.3652778	NAD83	535.24	NGVD29	ST	NA	NA	5716a797e4b0ef3b7ca99678
nwis_03254520	nwis	03254520	LICKING RIVER AT HWY 536 NEAR ALEXANDRIA, KY	38.9203417	-84.44799549	NAD83	448.82	NAVD88	ST	2087849	MAYBE2	556f1e6ae4b0d9246a9fc38a
nwis_03254693	nwis	03254693	THREEMILE CREEK AT THREE MILE ROAD AT COVINGTON,KY	39.05020525	-84.4850474	NAD83	474.82	NAVD88	ST	NA	NA	5890efd3e4b072a7ac10f348
nwis_03255349	nwis	03255349	Mill Creek at East Sharon Rd at Sharonville OH	39.26944444	-84.4319444	NAD83	556.73	NAVD88	ST	3404925	MAYBE2	556f1f47e4b0d9246a9fc655
nwis_03259757	nwis	03259757	W Fk Mill Creek at West Fork Road at Cincinnati OH	39.16305556	-84.5575	NAD83	489.25	NAVD88	ST	3405231	MAYBE2	556f1f48e4b0d9246a9fc659
nwis_03259813	nwis	03259813	W Fk Mill Creek at Hille Park at Cincinnati OH	39.15	-84.5475	NAD83	463.83	NAVD88	ST	3405231	MAYBE2	556f28ffe4b0d9246a9fce28
nwis_03271510	nwis	03271510	Great Miami River near Linden Ave at Miamisburg OH	39.63728058	-84.2924416	NAD83	NA	NA	ST	3883750	MOST_SURE	556f2900e4b0d9246a9fce2c
nwis_03277075	nwis	03277075	GUNPOWDER CR AT CAMP ERNST RD NR UNION, KY	38.99416667	-84.7161111	NAD83	683.06	NAVD88	ST	3407011	MAYBE2	556f1e6be4b0d9246a9fc38e
nwis_03277130	nwis	03277130	MUD LICK CR AT HWY 42 NR BEAVERLICK, KY	38.8450635	-84.72077969	NAD83	487.73	NGVD29	ST	3407421	MAYBE2	556f1e6de4b0d9246a9fc392
nwis_03277200	nwis	03277200	OHIO RIVER AT MARKLAND DAM NEAR WARSAW, KY	38.77478484	-84.9643932	NAD83	407.26	NGVD29	ST	3407553	MOST_SURE	556f28a8e4b0d9246a9fcd00
nwis_03288180	nwis	03288180	CANE RUN CREEK AT CITATION BLVD NR LEXINGTON, KY	38.09166667	-84.50138889	NAD83	NA	NA	ST	NA	NA	5890efd8e4b072a7ac10f532
nwis_03289000	nwis	03289000	SOUTH ELKHORN CREEK AT FORT SPRING, KY	38.0431322	-84.6263318	NAD83	834.25	NGVD29	ST	NA	NA	556f28a9e4b0d9246a9fcd04
nwis_03289193	nwis	03289193	WOLF RUN AT OLD FRANKFORT PIKE AT LEXINGTON, KY	38.06674334	-84.5543852	NAD83	NA	NA	ST	1825330	MAYBE2	556f28aae4b0d9246a9fcd08
nwis_03289200	nwis	03289200	TOWN BRANCH AT YARNALLTON ROAD AT YARNALLTON, KY	38.103687	-84.5879977	NAD83	NA	NA	ST	NA	NA	5716a7a4e4b0ef3b7ca99682
nwis_03292470	nwis	03292470	HARRODS CREEK AT HIGHWAY 329 NR GOSHEN, KY.	38.36173418	-85.5749608	NAD83	439.7	NGVD29	ST	10163598	MOST_SURE	556f1e72e4b0d9246a9fc3a2
nwis_03292474	nwis	03292474	GOOSE CREEK AT OLD WESTPORT RD NR ST MATTHEWS, KY	38.2759036	-85.606072	NAD83	552.15	NGVD29	ST	10163710	MOST_SURE	556f1e73e4b0d9246a9fc3a6
nwis_03292475	nwis	03292475	GOOSE CREEK AT US HWY 42 NEAR GLENVIEW ACRES, KY	38.3034027	-85.62801689	NAD83	NA	NA	ST	10163710	MOST_SURE	556f1e75e4b0d9246a9fc3aa
